Código;Descrição;Previsto Bruto;Arrecadado Bruto;Dedução Realizada;Arrecadado Líquido;Arrecadado
19101;SECRETARIA DE ESTADO DE SEGURANCA PUBLICA;306054719,4;248053074,5;12106,32;248040968,1;81,05
27101;SECRETARIA DE ESTADO DO MEIO AMBIENTE;65096398,13;79380644,9;355322,97;79025321,93;121,94
8101;PROCURADORIA GERAL DE JUSTICA;45714735,5;54523342,55;0;54523342,55;119,27
17101;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;2564416,11;2553150,89;0;2553150,89;99,56
11401;EMPRESA MATO-GROSSENSE DE TECNOLOGIA DE INFORMACAO;23721757,68;83387120,28;0;83387120,28;351,52
1302;DIRETORIA GESTORA DO EXTINTO FUNDO DE ASSISTENCIA PARLAMENTAR;25669,93;22196,31;0;22196,31;86,47
4101;CASA CIVIL;21275067,01;816792,23;0;816792,23;3,84
4301;AGENCIA ESTADUAL DE REGULACAO DOS SERVICOS PUBLICOS DELEGADOS DO ESTADO DE MATO GROSSO;4718196,74;5312320,64;0;5312320,64;112,59
17601;FUNDO DE DESENVOLVIMENTO INDUSTRIAL E COMERCIAL;101729,91;15242717,69;0;15242717,69;14983,52
21601;FUNDO ESTADUAL DE SAUDE;16683837,57;42911950,25;0;42911950,25;257,21
1303;INSTITUTO DE SEGURIDADE SOCIAL DOS SERVIDORES DO PODER LEGISLATIVO;21621396,16;18154370,65;0;18154370,65;83,96
11305;MATO GROSSO PREVIDENCIA;2632588331;2852604498;0;2852604498;108,36
30101;RECURSOS SOB A SUPERVISAO DA SEPLAG;101121064,9;164890878,2;0;164890878,2;163,06
25101;SECRETARIA DE ESTADO DE INFRAESTRUTURA E LOGISTICA;138122778,7;54829992,81;0;54829992,81;39,7
12502;CENTRAL DE ABASTECIMENTO DO ESTADO DE MATO GROSSO;60,21;36,06;0;36,06;59,89
11101;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;442266,6;51132,1;0;51132,1;11,56
6101;CONTROLADORIA GERAL DO ESTADO;565348,99;604113,07;0;604113,07;106,86
99000;TESOURO DO ESTADO DE MATO GROSSO;31551529872;30439456409;10832991861;19606464547;96,48
3601;FUNDO DE APOIO AO JUDICIARIO;252894645,2;276756095,3;1866640,2;274889455,1;109,44
23601;FUNDO DE DESENVOLVIMENTO DESPORTIVO DO ESTADO DE MATO GROSSO;327536,19;623810,51;0;623810,51;190,46
14101;SECRETARIA DE ESTADO DE EDUCACAO;58586375,25;230345402,9;5418,55;230339984,3;393,17
19301;DEPARTAMENTO ESTADUAL DE TRANSITO;236548440,7;307418686,7;199958,69;307218728;129,96
17301;JUNTA COMERCIAL DO ESTADO DE MATO GROSSO;9380276,56;21969011,67;0;21969011,67;234,2
22607;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;0;0;0;0;0
22608;FUNDO ESTADUAL DE DEFESA DO CONSUMIDOR;13419102,91;19138662;0;19138662;142,62
11303;INSTITUTO DE ASSISTENCIA A SAUDE DOS SERVIDORES DO ESTADO DE MATO GROSSO;90570601,89;88237972,33;0;88237972,33;97,42
23101;SECRETARIA DE ESTADO DE CULTURA, ESPORTE E LAZER;788287,88;79173,61;0;79173,61;10,04
10101;DEFENSORIA PUBLICA DO ESTADO DE MATO GROSSO;10853020,28;11650656,52;0;11650656,52;107,35
2101;TRIBUNAL DE CONTAS DO ESTADO DE MATO GROSSO;2565441,01;6991977,75;0;6991977,75;272,54
22101;SECRETARIA DE ESTADO DE ASSISTENCIA SOCIAL E CIDADANIA;446933,56;5131839,45;0;5131839,45;1148,23
17502;COMPANHIA MATO-GROSSENSE DE GAS;1379673,4;14729782,54;0;14729782,54;1067,63
17501;COMPANHIA MATO-GROSSENSE DE MINERACAO;35170,23;0;0;0;0
12101;SECRETARIA DE ESTADO DE AGRICULTURA FAMILIAR;11518918,66;6550160,48;0;6550160,48;56,86
19201;FUNDACAO NOVA CHANCE;33256,16;131239,24;0;131239,24;394,63
4102;GOVERNADORIA;0;0;0;0;0
3101;TRIBUNAL DE JUSTICA DO ESTADO DE MATO GROSSO;171626958,4;209205326,8;0;209205326,8;121,9
26201;UNIVERSIDADE ESTADUAL DE MATO GROSSO CARLOS ALBERTO REYES MALDONADO UNEMAT;2305898,6;1318125,24;0;1318125,24;57,16
4501;MT PARTICIPACOES E PROJETOS S.A MT-PAR;1386676,63;4557866,26;0;4557866,26;328,69
1101;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO;8586;1043277,07;0;1043277,07;12150,91
12401;EMPRESA MATO-GROSSENSE DE PESQUISA, ASSISTENCIA E EXTENSAO RURAL;3731890,68;1288052,6;0;1288052,6;34,51
30102;RECURSOS SOB A SUPERVISAO DA SEFAZ;0;526233,59;0;526233,59;0
9101;PROCURADORIA GERAL DO ESTADO;29279518,47;39833913,61;3697,28;39830216,33;136,05
26101;SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E INOVACAO;732734,54;665629,53;0;665629,53;90,84
16101;SECRETARIA DE ESTADO DE FAZENDA;102163978;98992410,51;0;98992410,51;96,9
22603;FUNDO PARA INFANCIA E ADOLESCENCIA;20222,4;44000,34;0;44000,34;217,58
22605;FUNDO ESTADUAL DE AMPARO AO TRABALHADOR;93,35;0;0;0;0
17302;INSTITUTO DE PESOS E MEDIDAS DE MATO GROSSO;13631852,4;10821966,97;0;10821966,97;79,39
17303;INSTITUTO DE DEFESA AGROPECUARIA DE MATO GROSSO;63386421,32;78922170,88;32539,27;78889631,61;124,51
25501;COMPANHIA DE SANEAMENTO DO ESTADO DE MATO GROSSO-SANEMAT;124409,14;935650,53;0;935650,53;752,08
26202;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MATO GROSSO;921471,54;2892976,52;0;2892976,52;313,95
11601;FUNDO DE DESENVOLVIMENTO DO SISTEMA DE PESSOAL DO ESTADO DE MATO GROSSO;18006261,34;17509719,44;0;17509719,44;97,24
8601;FUNDO DE APOIO AO MINISTERIO PUBLICO DO ESTADO DE MATO GROSSO;127823,3;214760,03;0;214760,03;168,01
4304;INSTITUTO DE TERRAS DO ESTADO DE MATO GROSSO;1036861,19;1013110,91;9677,7;1003433,21;97,71
