Código;Descrição;Previsto Bruto;Arrecadado Bruto;Dedução Realizada;Arrecadado Líquido;Arrecadado
19101;SECRETARIA DE ESTADO DE SEGURANCA PUBLICA;416643389;259599418,5;3717,44;259595701,1;62,31
1302;DIRETORIA GESTORA DO EXTINTO FUNDO DE ASSISTENCIA PARLAMENTAR;2224076,59;39704,65;0;39704,65;1,79
27101;SECRETARIA DE ESTADO DO MEIO AMBIENTE;105378969,4;57472344,55;143820,24;57328524,31;54,54
4301;AGENCIA ESTADUAL DE REGULACAO DOS SERVICOS PUBLICOS DELEGADOS DO ESTADO DE MATO GROSSO;6507832,77;4974396,42;0;4974396,42;76,44
17101;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;2894075,81;5492907,53;0;5492907,53;189,8
17601;FUNDO DE DESENVOLVIMENTO INDUSTRIAL E COMERCIAL;0;50;0;50;0
21601;FUNDO ESTADUAL DE SAUDE;11344883,98;51860243,47;0;51860243,47;457,12
11305;MATO GROSSO PREVIDENCIA;2255614691;2434631151;0;2434631151;107,94
1303;INSTITUTO DE SEGURIDADE SOCIAL DOS SERVIDORES DO PODER LEGISLATIVO;16604396,44;25872369,21;0;25872369,21;155,82
25101;SECRETARIA DE ESTADO DE INFRAESTRUTURA E LOGISTICA;49745265,51;120848560,2;0;120848560,2;242,93
12502;CENTRAL DE ABASTECIMENTO DO ESTADO DE MATO GROSSO;0;31362,44;0;31362,44;0
6101;CONTROLADORIA GERAL DO ESTADO;0;1759,8;0;1759,8;0
99000;TESOURO DO ESTADO DE MATO GROSSO;18442892331;19581730192;6685418687;12896311505;106,17
3601;FUNDO DE APOIO AO JUDICIARIO;247392760,4;268441359,7;0;268441359,7;108,51
12101;SECRETARIA DE ESTADO DE AGRICULTURA FAMILIAR E ASSUNTOS FUNDIARIOS;5185518,1;5651500,15;0;5651500,15;108,99
19301;DEPARTAMENTO ESTADUAL DE TRANSITO;209982055,9;232543717,9;93809,61;232449908,3;110,74
18101;SECRETARIA DE ESTADO DE JUSTICA E DIREITOS HUMANOS;6857749,57;112709535,6;0;112709535,6;1643,54
22607;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;1816920;1493547,52;0;1493547,52;82,2
18201;FUNDACAO NOVA CHANCE;379275,56;207354,53;0;207354,53;54,67
17301;JUNTA COMERCIAL DO ESTADO DE MATO GROSSO;13485449,18;11082620,56;105;11082515,56;82,18
4303;AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO RIO CUIABA-AGEM/VRC;0;48,78;0;48,78;0
8101;PROCURADORIA GERAL DA JUSTICA;54018239,58;47766914,32;0;47766914,32;88,43
11303;INSTITUTO DE ASSISTENCIA A SAUDE DOS SERVIDORES DO ESTADO DE MATO GROSSO;50097903,81;68051097,89;0;68051097,89;135,84
5101;CASA MILITAR;0;7841,87;0;7841,87;0
10101;DEFENSORIA PUBLICA DO ESTADO DE MATO GROSSO;3445926,83;14535451,43;0;14535451,43;421,82
