Código;Descrição;Previsto Bruto;Arrecadado Bruto;Dedução Realizada;Arrecadado Líquido;Arrecadado
11401;EMPRESA MATO-GROSSENSE DE TECNOLOGIA DE INFORMAC?O;101268967;104733747,4;831,72;104732915,7;103,42
17101;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;65102419;116174703,2;0;116174703,2;178,45
27101;SECRETARIA DE ESTADO DO MEIO AMBIENTE ;104126331;133610895,7;359646,83;133251248,9;128,32
1302;DIRETORIA GESTORA DO EXTINTO FUNDO DE ASSISTENCIA PARLAMENTAR;1187173;582419,95;0;582419,95;49,06
21601;FUNDO ESTADUAL DE SAUDE;483679653;608495707,2;816,1;608494891,1;125,81
25101;SECRETARIA DE ESTADO DE INFRAESTRUTURA E LOGISTICA;1463508726;2830218075;39978,32;2830178097;193,39
1303;INSTITUTO DE SEGURIDADE SOCIAL DOS SERVIDORES DO PODER LEGISLATIVO;41756635;64988020,96;0;64988020,96;155,64
6101;CONTROLADORIA GERAL DO ESTADO;5886263;6468407,69;0;6468407,69;109,89
26101;SECRETARIA DE ESTADO DE CIENCIA, TECNOLOGIA E INOVAC?O;1238897;2413939,3;0;2413939,3;194,85
12502;CENTRAL DE ABASTECIMENTO DO ESTADO DE MATO GROSSO;0;0;0;0;0
99000;TESOURO DO ESTADO DE MATO GROSSO;39714213903;44157039376;21647575008;22509464368;111,19
23601;FUNDO DE DESENVOLVIMENTO DESPORTIVO DO ESTADO DE MATO GROSSO;31909709;41900912,01;326,12;41900585,89;131,31
4501;MT PARTICIPAC?ES E PROJETOS S.A. -  MT-PAR;237779590;452725781,5;3531,83;452722249,7;190,4
8101;PROCURADORIA GERAL DA JUSTICA ;131848320;153691541,3;0;153691541,3;116,57
19301;DEPARTAMENTO ESTADUAL DE TRANSITO;289637146;460271160,8;1221783,47;459049377,4;158,91
22607;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;1569179;637064,77;0;637064,77;40,6
17301;JUNTA COMERCIAL DO ESTADO DE MATO GROSSO;12539577;27076028,37;0;27076028,37;215,92
3601;FUNDO  DE APOIO AO JUDICIARIO;403258550;777851312,3;0;777851312,3;192,89
23101;SECRETARIA DE ESTADO DE CULTURA, ESPORTE E LAZER;14043629;56962509,84;509,07;56962000,77;405,61
11303;INSTITUTO DE ASSISTENCIA A SAUDE DOS SERVIDORES DO ESTADO DE MATO GROSSO;96516201;102899189,2;0;102899189,2;106,61
25501;COMPANHIA DE SANEAMENTO DO ESTADO DE MATO GROSSO-SANEMAT ;598238;5159259,01;0;5159259,01;862,41
26202;FUNDAC?O DE AMPARO A PESQUISA DO ESTADO DE MATO GROSSO;3663187;2188252,01;0;2188252,01;59,74
19101;SECRETARIA DE ESTADO DE SEGURANCA PUBLICA ;352673998;405387900,6;17931,21;405369969,4;114,95
2101;TRIBUNAL DE CONTAS DO ESTADO DE MATO GROSSO;90260689;119334443;0;119334443;132,21
11305;MATO GROSSO PREVIDENCIA ;3816895481;3815189182;0;3815189182;99,96
12101;SECRETARIA DE ESTADO DE AGRICULTURA FAMILIAR;29598687;171305983,5;1765,91;171304217,6;578,76
22101;SECRETARIA DE ESTADO DE ASSISTENCIA SOCIAL E CIDADANIA;37975352;95625216,17;939,99;95624276,18;251,81
10101;DEFENSORIA PUBLICA DO ESTADO DE MATO GROSSO;25543853;76024449,87;0;76024449,87;297,62
14101;SECRETARIA DE ESTADO DE EDUCAC?O;2999962304;3207113310;0;3207113310;106,91
17502;COMPANHIA MATO-GROSSENSE DE GAS;16708243;36721825,85;0;36721825,85;219,78
17501;COMPANHIA MATO-GROSSENSE DE MINERAC?O;2720062;8179,15;0;8179,15;0,3
4102;GOVERNADORIA;0;0;0;0;0
3101;TRIBUNAL DE JUSTICA DO ESTADO DE MATO GROSSO;322194864;472792821,5;0;472792821,5;146,74
1101;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MATO GROSSO;26288168;18650912,52;0;18650912,52;70,95
26201;UNIVERSIDADE DO ESTADO DE MATO GROSSO - CARLOS ALBERTO REYES MALDONADO - UNEMAT ;893516;26663131,49;0;26663131,49;2984,07
11101;SECRETARIA DE ESTADO DE PLANEJAMENTO E GEST?O;5820;144247,07;0;144247,07;2478,47
30102;RECURSOS SOB A SUPERVIS?O DA SEFAZ;0;448765504,6;0;448765504,6;0
9101;PROCURADORIA GERAL DO ESTADO;36813635;281602330,6;13322,59;281589008;764,94
16101;SECRETARIA DE ESTADO DE FAZENDA;227627056;204914931,9;13522,63;204901409,3;90,02
12401;EMPRESA MATO-GROSSENSE DE PESQUISA, ASSISTENCIA E EXTENS?O RURAL;10693254;36134193,63;0;36134193,63;337,92
4301;AGENCIA ESTADUAL DE REGULAC?O DOS SERVICOS PUBLICOS DELEGADOS DO ESTADO DE MATO GROSSO;8295981;14814585,23;0;14814585,23;178,58
4101;CASA CIVIL ;7244644;2255150,96;0;2255150,96;31,13
22603;FUNDO PARA INFANCIA E ADOLESCENCIA;38753;1630236,33;0;1630236,33;4206,74
22608;FUNDO ESTADUAL DE DEFESA DO CONSUMIDOR  ;22934668;20284461,77;0;20284461,77;88,44
22605;FUNDO ESTADUAL DE AMPARO AO TRABALHADOR;1722497;416135,01;0;416135,01;24,16
19201;FUNDAC?O NOVA CHANCE  ;181225;522360,8;0;522360,8;288,24
17601;FUNDO DE DESENVOLVIMENTO ECONOMICO DO ESTADO DE MATO GROSSO - FUNDES;62564114;37868361,34;0;37868361,34;60,53
17303;INSTITUTO DE DEFESA AGROPECUARIA DE MATO GROSSO;113508215;153177910;79131,87;153098778,1;134,95
11601;FUNDO DE DESENVOLVIMENTO DO SISTEMA DE PESSOAL DO ESTADO DE MATO GROSSO;19549989;23199340,85;0;23199340,85;118,67
8601;FUNDO DE APOIO AO MINISTERIO PUBLICO DO ESTADO DE MATO GROSSO;155423;485118,8;0;485118,8;312,13
17302;INSTITUTO DE PESOS E MEDIDAS DE MATO GROSSO;12664741;11018711,56;0;11018711,56;87
4304;INSTITUTO DE TERRAS DO ESTADO DE MATO GROSSO;23499604;53711376,52;3194,36;53708182,16;228,56
30101;RECURSOS SOB A SUPERVIS?O DA SEGES;0;0;0;0;0
